State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Punjab,HOSHIARPUR,Gram,2001-02,Rabi,300,Hectare,200,Tonnes,0.666666667
Punjab,HOSHIARPUR,Gram,2002-03,Rabi,500,Hectare,400,Tonnes,0.8
Punjab,HOSHIARPUR,Gram,2003-04,Rabi,400,Hectare,200,Tonnes,0.5
Punjab,JALANDHAR,Gram,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,JALANDHAR,Gram,2002-03,Rabi,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Gram,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Gram,2002-03,Rabi,100,Hectare,100,Tonnes,1
Punjab,LUDHIANA,Gram,2001-02,Rabi,200,Hectare,200,Tonnes,1
Punjab,LUDHIANA,Gram,2002-03,Rabi,200,Hectare,200,Tonnes,1
Punjab,LUDHIANA,Gram,2003-04,Rabi,100,Hectare,100,Tonnes,1
Punjab,MANSA,Gram,2001-02,Rabi,500,Hectare,300,Tonnes,0.6
Punjab,MANSA,Gram,2002-03,Rabi,400,Hectare,400,Tonnes,1
Punjab,MANSA,Gram,2003-04,Rabi,700,Hectare,400,Tonnes,0.571428571
Punjab,MOGA,Gram,2001-02,Rabi,500,Hectare,600,Tonnes,1.2
Punjab,MOGA,Gram,2002-03,Rabi,500,Hectare,400,Tonnes,0.8
Punjab,MOGA,Gram,2003-04,Rabi,200,Hectare,300,Tonnes,1.5
Punjab,MUKTSAR,Gram,2001-02,Rabi,300,Hectare,300,Tonnes,1
Punjab,MUKTSAR,Gram,2002-03,Rabi,500,Hectare,300,Tonnes,0.6
Punjab,MUKTSAR,Gram,2003-04,Rabi,300,Hectare,200,Tonnes,0.666666667
Punjab,PATIALA,Gram,2001-02,Rabi,200,Hectare,200,Tonnes,1
Punjab,PATIALA,Gram,2002-03,Rabi,200,Hectare,200,Tonnes,1
Punjab,PATIALA,Gram,2003-04,Rabi,100,Hectare,100,Tonnes,1
Punjab,RUPNAGAR,Gram,2001-02,Rabi,200,Hectare,200,Tonnes,1
Punjab,RUPNAGAR,Gram,2002-03,Rabi,300,Hectare,300,Tonnes,1
Punjab,RUPNAGAR,Gram,2003-04,Rabi,200,Hectare,100,Tonnes,0.5
Punjab,SANGRUR,Gram,2001-02,Rabi,800,Hectare,1100,Tonnes,1.375
Punjab,SANGRUR,Gram,2002-03,Rabi,800,Hectare,700,Tonnes,0.875
Punjab,SANGRUR,Gram,2003-04,Rabi,600,Hectare,700,Tonnes,1.166666667
Punjab,BATHINDA,Groundnut,2001-02,Kharif,100,Hectare,100,Tonnes,1
Punjab,BATHINDA,Groundnut,2002-03,Kharif,700,Hectare,600,Tonnes,0.857142857
Punjab,BATHINDA,Groundnut,2003-04,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,FARIDKOT,Groundnut,2002-03,Kharif,200,Hectare,100,Tonnes,0.5
Punjab,FARIDKOT,Groundnut,2003-04,Kharif,200,Hectare,100,Tonnes,0.5
Punjab,FIROZEPUR,Groundnut,2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,FIROZEPUR,Groundnut,2003-04,Kharif,100,Hectare,100,Tonnes,1
Punjab,HOSHIARPUR,Groundnut,2001-02,Kharif,300,Hectare,300,Tonnes,1
Punjab,HOSHIARPUR,Groundnut,2002-03,Kharif,3200,Hectare,2200,Tonnes,0.6875
Punjab,HOSHIARPUR,Groundnut,2003-04,Kharif,3000,Hectare,2800,Tonnes,0.933333333
Punjab,LUDHIANA,Groundnut,2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,MANSA,Groundnut,2002-03,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,MANSA,Groundnut,2003-04,Kharif,200,Hectare,200,Tonnes,1
Punjab,MUKTSAR,Groundnut,2002-03,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,MUKTSAR,Groundnut,2003-04,Kharif,400,Hectare,400,Tonnes,1
Punjab,RUPNAGAR,Groundnut,2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,SANGRUR,Groundnut,2002-03,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,SANGRUR,Groundnut,2003-04,Kharif,200,Hectare,200,Tonnes,1
Punjab,BATHINDA,Guar seed,2002-03,Whole Year,11100,Hectare,9400,Tonnes,0.846846847
Punjab,BATHINDA,Guar seed,2003-04,Whole Year,14700,Hectare,11900,Tonnes,0.80952381
Punjab,FARIDKOT,Guar seed,2002-03,Whole Year,700,Hectare,500,Tonnes,0.714285714
Punjab,FARIDKOT,Guar seed,2003-04,Whole Year,1100,Hectare,800,Tonnes,0.727272727
Punjab,FIROZEPUR,Guar seed,2002-03,Whole Year,8100,Hectare,6000,Tonnes,0.740740741
Punjab,FIROZEPUR,Guar seed,2003-04,Whole Year,7400,Hectare,5600,Tonnes,0.756756757
Punjab,MANSA,Guar seed,2002-03,Whole Year,5500,Hectare,3600,Tonnes,0.654545455
Punjab,MANSA,Guar seed,2003-04,Whole Year,6300,Hectare,3100,Tonnes,0.492063492
Punjab,MOGA,Guar seed,2003-04,Whole Year,200,Hectare,100,Tonnes,0.5
Punjab,MUKTSAR,Guar seed,2002-03,Whole Year,5400,Hectare,3200,Tonnes,0.592592593
Punjab,MUKTSAR,Guar seed,2003-04,Whole Year,8300,Hectare,5200,Tonnes,0.626506024
Punjab,SANGRUR,Guar seed,2003-04,Whole Year,500,Hectare,400,Tonnes,0.8
Punjab,GURDASPUR,Linseed,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,JALANDHAR,Linseed,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,NAWANSHAHR,Linseed,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,AMRITSAR,Maize,2001-02,Kharif,5000,Hectare,12000,Tonnes,2.4
Punjab,AMRITSAR,Maize,2002-03,Kharif,4000,Hectare,7000,Tonnes,1.75
Punjab,AMRITSAR,Maize,2003-04,Kharif,4000,Hectare,13000,Tonnes,3.25
Punjab,BATHINDA,Maize,2002-03,Kharif,1000,Hectare,2000,Tonnes,2
Punjab,BATHINDA,Maize,2003-04,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,FATEHGARH SAHIB,Maize,2001-02,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,FATEHGARH SAHIB,Maize,2002-03,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,FATEHGARH SAHIB,Maize,2003-04,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,GURDASPUR,Maize,2001-02,Kharif,14000,Hectare,29000,Tonnes,2.071428571
Punjab,GURDASPUR,Maize,2002-03,Kharif,12000,Hectare,18000,Tonnes,1.5
Punjab,GURDASPUR,Maize,2003-04,Kharif,13000,Hectare,31000,Tonnes,2.384615385
Punjab,HOSHIARPUR,Maize,2001-02,Kharif,65000,Hectare,189000,Tonnes,2.907692308
Punjab,HOSHIARPUR,Maize,2002-03,Kharif,62000,Hectare,128000,Tonnes,2.064516129
Punjab,HOSHIARPUR,Maize,2003-04,Kharif,66000,Hectare,187000,Tonnes,2.833333333
Punjab,JALANDHAR,Maize,2001-02,Kharif,16000,Hectare,49000,Tonnes,3.0625
Punjab,JALANDHAR,Maize,2002-03,Kharif,13000,Hectare,36000,Tonnes,2.769230769
Punjab,JALANDHAR,Maize,2003-04,Kharif,14000,Hectare,48000,Tonnes,3.428571429
Punjab,KAPURTHALA,Maize,2001-02,Kharif,4000,Hectare,14000,Tonnes,3.5
Punjab,KAPURTHALA,Maize,2002-03,Kharif,3000,Hectare,8000,Tonnes,2.666666667
Punjab,KAPURTHALA,Maize,2003-04,Kharif,3000,Hectare,11000,Tonnes,3.666666667
Punjab,LUDHIANA,Maize,2001-02,Kharif,5000,Hectare,17000,Tonnes,3.4
Punjab,LUDHIANA,Maize,2002-03,Kharif,4000,Hectare,13000,Tonnes,3.25
Punjab,LUDHIANA,Maize,2003-04,Kharif,3000,Hectare,10000,Tonnes,3.333333333
Punjab,MANSA,Maize,2002-03,Kharif,1000,Hectare,2000,Tonnes,2
Punjab,MOGA,Maize,2001-02,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,MOGA,Maize,2002-03,Kharif,1000,Hectare,2000,Tonnes,2
Punjab,MOGA,Maize,2003-04,Kharif,1000,Hectare,3000,Tonnes,3
Punjab,MUKTSAR,Maize,2002-03,Kharif,1000,Hectare,1000,Tonnes,1
Punjab,NAWANSHAHR,Maize,2001-02,Kharif,18000,Hectare,51000,Tonnes,2.833333333
Punjab,NAWANSHAHR,Maize,2002-03,Kharif,19000,Hectare,38000,Tonnes,2
Punjab,NAWANSHAHR,Maize,2003-04,Kharif,18000,Hectare,65000,Tonnes,3.611111111
Punjab,PATIALA,Maize,2001-02,Kharif,5000,Hectare,11000,Tonnes,2.2
Punjab,PATIALA,Maize,2002-03,Kharif,4000,Hectare,6000,Tonnes,1.5
Punjab,PATIALA,Maize,2003-04,Kharif,5000,Hectare,14000,Tonnes,2.8
Punjab,RUPNAGAR,Maize,2001-02,Kharif,29000,Hectare,66000,Tonnes,2.275862069
Punjab,RUPNAGAR,Maize,2002-03,Kharif,24000,Hectare,42000,Tonnes,1.75
Punjab,RUPNAGAR,Maize,2003-04,Kharif,23000,Hectare,65000,Tonnes,2.826086957
Punjab,SANGRUR,Maize,2001-02,Kharif,2000,Hectare,5000,Tonnes,2.5
Punjab,SANGRUR,Maize,2002-03,Kharif,2000,Hectare,4000,Tonnes,2
Punjab,SANGRUR,Maize,2003-04,Kharif,2000,Hectare,6000,Tonnes,3
Punjab,AMRITSAR,Masoor,2001-02,Rabi,600,Hectare,500,Tonnes,0.833333333
Punjab,AMRITSAR,Masoor,2002-03,Rabi,500,Hectare,300,Tonnes,0.6
Punjab,AMRITSAR,Masoor,2003-04,Rabi,400,Hectare,300,Tonnes,0.75
Punjab,FATEHGARH SAHIB,Masoor,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,FATEHGARH SAHIB,Masoor,2002-03,Rabi,100,Hectare,100,Tonnes,1
Punjab,FATEHGARH SAHIB,Masoor,2003-04,Rabi,100,Hectare,100,Tonnes,1
Punjab,GURDASPUR,Masoor,2001-02,Rabi,900,Hectare,700,Tonnes,0.777777778
Punjab,GURDASPUR,Masoor,2002-03,Rabi,800,Hectare,700,Tonnes,0.875
Punjab,GURDASPUR,Masoor,2003-04,Rabi,600,Hectare,500,Tonnes,0.833333333
Punjab,HOSHIARPUR,Masoor,2001-02,Rabi,700,Hectare,300,Tonnes,0.428571429
Punjab,HOSHIARPUR,Masoor,2002-03,Rabi,600,Hectare,200,Tonnes,0.333333333
Punjab,HOSHIARPUR,Masoor,2003-04,Rabi,700,Hectare,300,Tonnes,0.428571429
Punjab,JALANDHAR,Masoor,2002-03,Rabi,100,Hectare,100,Tonnes,1
Punjab,JALANDHAR,Masoor,2003-04,Rabi,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Masoor,2001-02,Rabi,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Masoor,2002-03,Rabi,100,Hectare,100,Tonnes,1
Punjab,NAWANSHAHR,Masoor,2001-02,Rabi,300,Hectare,200,Tonnes,0.666666667
Punjab,NAWANSHAHR,Masoor,2002-03,Rabi,300,Hectare,200,Tonnes,0.666666667
Punjab,NAWANSHAHR,Masoor,2003-04,Rabi,200,Hectare,100,Tonnes,0.5
Punjab,PATIALA,Masoor,2001-02,Rabi,1000,Hectare,600,Tonnes,0.6
Punjab,PATIALA,Masoor,2002-03,Rabi,900,Hectare,700,Tonnes,0.777777778
Punjab,PATIALA,Masoor,2003-04,Rabi,900,Hectare,600,Tonnes,0.666666667
Punjab,RUPNAGAR,Masoor,2001-02,Rabi,600,Hectare,500,Tonnes,0.833333333
Punjab,RUPNAGAR,Masoor,2002-03,Rabi,600,Hectare,300,Tonnes,0.5
Punjab,RUPNAGAR,Masoor,2003-04,Rabi,600,Hectare,300,Tonnes,0.5
Punjab,AMRITSAR,Moong(Green Gram),2001-02,Kharif,2700,Hectare,1600,Tonnes,0.592592593
Punjab,AMRITSAR,Moong(Green Gram),2002-03,Kharif,1800,Hectare,1300,Tonnes,0.722222222
Punjab,AMRITSAR,Moong(Green Gram),2003-04,Kharif,2800,Hectare,1900,Tonnes,0.678571429
Punjab,BATHINDA,Moong(Green Gram),2001-02,Kharif,1600,Hectare,600,Tonnes,0.375
Punjab,BATHINDA,Moong(Green Gram),2002-03,Kharif,1200,Hectare,600,Tonnes,0.5
Punjab,BATHINDA,Moong(Green Gram),2003-04,Kharif,1800,Hectare,1100,Tonnes,0.611111111
Punjab,FARIDKOT,Moong(Green Gram),2001-02,Kharif,1200,Hectare,500,Tonnes,0.416666667
Punjab,FARIDKOT,Moong(Green Gram),2002-03,Kharif,800,Hectare,500,Tonnes,0.625
Punjab,FARIDKOT,Moong(Green Gram),2003-04,Kharif,1000,Hectare,700,Tonnes,0.7
Punjab,FIROZEPUR,Moong(Green Gram),2001-02,Kharif,4400,Hectare,2300,Tonnes,0.522727273
Punjab,FIROZEPUR,Moong(Green Gram),2002-03,Kharif,2600,Hectare,1800,Tonnes,0.692307692
Punjab,FIROZEPUR,Moong(Green Gram),2003-04,Kharif,2700,Hectare,2700,Tonnes,1
Punjab,HOSHIARPUR,Moong(Green Gram),2001-02,Kharif,100,Hectare,100,Tonnes,1
Punjab,HOSHIARPUR,Moong(Green Gram),2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,HOSHIARPUR,Moong(Green Gram),2003-04,Kharif,200,Hectare,200,Tonnes,1
Punjab,JALANDHAR,Moong(Green Gram),2001-02,Kharif,200,Hectare,100,Tonnes,0.5
Punjab,JALANDHAR,Moong(Green Gram),2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,JALANDHAR,Moong(Green Gram),2003-04,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,KAPURTHALA,Moong(Green Gram),2001-02,Kharif,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Moong(Green Gram),2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,KAPURTHALA,Moong(Green Gram),2003-04,Kharif,100,Hectare,100,Tonnes,1
Punjab,LUDHIANA,Moong(Green Gram),2001-02,Kharif,4000,Hectare,1600,Tonnes,0.4
Punjab,LUDHIANA,Moong(Green Gram),2002-03,Kharif,2200,Hectare,1800,Tonnes,0.818181818
Punjab,LUDHIANA,Moong(Green Gram),2003-04,Kharif,2600,Hectare,2300,Tonnes,0.884615385
Punjab,MANSA,Moong(Green Gram),2001-02,Kharif,500,Hectare,200,Tonnes,0.4
Punjab,MANSA,Moong(Green Gram),2002-03,Kharif,400,Hectare,200,Tonnes,0.5
Punjab,MANSA,Moong(Green Gram),2003-04,Kharif,700,Hectare,500,Tonnes,0.714285714
Punjab,MOGA,Moong(Green Gram),2001-02,Kharif,2800,Hectare,200,Tonnes,0.071428571
Punjab,MOGA,Moong(Green Gram),2002-03,Kharif,1600,Hectare,900,Tonnes,0.5625
Punjab,MOGA,Moong(Green Gram),2003-04,Kharif,1400,Hectare,1100,Tonnes,0.785714286
Punjab,MUKTSAR,Moong(Green Gram),2001-02,Kharif,1500,Hectare,1800,Tonnes,1.2
Punjab,MUKTSAR,Moong(Green Gram),2002-03,Kharif,1700,Hectare,800,Tonnes,0.470588235
Punjab,MUKTSAR,Moong(Green Gram),2003-04,Kharif,1900,Hectare,1700,Tonnes,0.894736842
Punjab,PATIALA,Moong(Green Gram),2001-02,Kharif,300,Hectare,100,Tonnes,0.333333333
Punjab,PATIALA,Moong(Green Gram),2002-03,Kharif,200,Hectare,100,Tonnes,0.5
Punjab,PATIALA,Moong(Green Gram),2003-04,Kharif,300,Hectare,200,Tonnes,0.666666667
Punjab,SANGRUR,Moong(Green Gram),2001-02,Kharif,3600,Hectare,1800,Tonnes,0.5
Punjab,SANGRUR,Moong(Green Gram),2002-03,Kharif,2900,Hectare,2200,Tonnes,0.75862069
Punjab,SANGRUR,Moong(Green Gram),2003-04,Kharif,3100,Hectare,3100,Tonnes,1
Punjab,BATHINDA,Moth,2001-02,Kharif,100,Hectare,100,Tonnes,1
Punjab,BATHINDA,Moth,2003-04,Kharif,100,Hectare,100,Tonnes,1
Punjab,FIROZEPUR,Moth,2002-03,Kharif,200,Hectare,100,Tonnes,0.5
Punjab,FIROZEPUR,Moth,2003-04,Kharif,400,Hectare,200,Tonnes,0.5
Punjab,MUKTSAR,Moth,2002-03,Kharif,100,Hectare,100,Tonnes,1
Punjab,SANGRUR,Moth,2001-02,Kharif,200,Hectare,200,Tonnes,1
Punjab,SANGRUR,Moth,2003-04,Kharif,100,Hectare,100,Tonnes,1
Punjab,AMRITSAR,Rapeseed &Mustard,2001-02,Rabi,300,Hectare,300,Tonnes,1
Punjab,AMRITSAR,Rapeseed &Mustard,2002-03,Rabi,2000,Hectare,2000,Tonnes,1
Punjab,AMRITSAR,Rapeseed &Mustard,2003-04,Rabi,2000,Hectare,2000,Tonnes,1
Punjab,BATHINDA,Rapeseed &Mustard,2001-02,Rabi,700,Hectare,900,Tonnes,1.285714286
Rajasthan,BHILWARA,Coriander,2003-04,Whole Year,43,Hectare,53,Tonnes,1.23255814
Rajasthan,BIKANER,Coriander,2001-02,Whole Year,18,Hectare,9,Tonnes,0.5
Rajasthan,BIKANER,Coriander,2002-03,Whole Year,6,Hectare,3,Tonnes,0.5
Rajasthan,BIKANER,Coriander,2003-04,Whole Year,33,Hectare,41,Tonnes,1.242424242
Rajasthan,BUNDI,Coriander,2001-02,Whole Year,5751,Hectare,5641,Tonnes,0.980872892
Rajasthan,BUNDI,Coriander,2002-03,Whole Year,5182,Hectare,4630,Tonnes,0.893477422
Rajasthan,BUNDI,Coriander,2003-04,Whole Year,9154,Hectare,10335,Tonnes,1.129014638
Rajasthan,CHITTORGARH,Coriander,2001-02,Whole Year,2128,Hectare,2109,Tonnes,0.991071429
Rajasthan,CHITTORGARH,Coriander,2002-03,Whole Year,919,Hectare,1020,Tonnes,1.109902067
Rajasthan,CHITTORGARH,Coriander,2003-04,Whole Year,2223,Hectare,987,Tonnes,0.443994602
Rajasthan,CHURU,Coriander,2001-02,Whole Year,11,Hectare,17,Tonnes,1.545454545
Rajasthan,CHURU,Coriander,2002-03,Whole Year,3,Hectare,2,Tonnes,0.666666667
Rajasthan,CHURU,Coriander,2003-04,Whole Year,6,Hectare,7,Tonnes,1.166666667
Rajasthan,DAUSA,Coriander,2001-02,Whole Year,14,Hectare,15,Tonnes,1.071428571
Rajasthan,DAUSA,Coriander,2002-03,Whole Year,6,Hectare,6,Tonnes,1
Rajasthan,DAUSA,Coriander,2003-04,Whole Year,17,Hectare,21,Tonnes,1.235294118
Rajasthan,DHOLPUR,Coriander,2001-02,Whole Year,2,Hectare,,Tonnes,0
Rajasthan,DHOLPUR,Coriander,2002-03,Whole Year,5,Hectare,5,Tonnes,1
Rajasthan,DHOLPUR,Coriander,2003-04,Whole Year,6,Hectare,7,Tonnes,1.166666667
Rajasthan,DUNGARPUR,Coriander,2001-02,Whole Year,1,Hectare,4,Tonnes,4
Rajasthan,DUNGARPUR,Coriander,2003-04,Whole Year,3,Hectare,4,Tonnes,1.333333333
Rajasthan,GANGANAGAR,Coriander,2001-02,Whole Year,14,Hectare,7,Tonnes,0.5
Rajasthan,GANGANAGAR,Coriander,2002-03,Whole Year,7,Hectare,4,Tonnes,0.571428571
Rajasthan,GANGANAGAR,Coriander,2003-04,Whole Year,11,Hectare,14,Tonnes,1.272727273
Rajasthan,JAIPUR,Coriander,2001-02,Whole Year,99,Hectare,73,Tonnes,0.737373737
Rajasthan,JAIPUR,Coriander,2002-03,Whole Year,55,Hectare,34,Tonnes,0.618181818
Rajasthan,JAIPUR,Coriander,2003-04,Whole Year,102,Hectare,127,Tonnes,1.245098039
Rajasthan,JAISALMER,Coriander,2001-02,Whole Year,4,Hectare,,Tonnes,0
Rajasthan,JAISALMER,Coriander,2002-03,Whole Year,8,Hectare,1,Tonnes,0.125
Rajasthan,JAISALMER,Coriander,2003-04,Whole Year,9,Hectare,11,Tonnes,1.222222222
Rajasthan,JALORE,Coriander,2001-02,Whole Year,13,Hectare,8,Tonnes,0.615384615
Rajasthan,JALORE,Coriander,2003-04,Whole Year,11,Hectare,14,Tonnes,1.272727273
Rajasthan,JHALAWAR,Coriander,2001-02,Whole Year,69383,Hectare,51550,Tonnes,0.742977386
Rajasthan,JHALAWAR,Coriander,2002-03,Whole Year,28477,Hectare,28231,Tonnes,0.99136145
Rajasthan,JHALAWAR,Coriander,2003-04,Whole Year,88563,Hectare,95648,Tonnes,1.079999548
Rajasthan,JHUNJHUNU,Coriander,2001-02,Whole Year,2,Hectare,1,Tonnes,0.5
Rajasthan,JHUNJHUNU,Coriander,2002-03,Whole Year,2,Hectare,1,Tonnes,0.5
Rajasthan,JODHPUR,Coriander,2001-02,Whole Year,117,Hectare,70,Tonnes,0.598290598
Rajasthan,JODHPUR,Coriander,2002-03,Whole Year,920,Hectare,552,Tonnes,0.6
Rajasthan,JODHPUR,Coriander,2003-04,Whole Year,263,Hectare,327,Tonnes,1.243346008
Rajasthan,KARAULI,Coriander,2001-02,Whole Year,45,Hectare,1,Tonnes,0.022222222
Rajasthan,KARAULI,Coriander,2002-03,Whole Year,19,Hectare,10,Tonnes,0.526315789
Rajasthan,KARAULI,Coriander,2003-04,Whole Year,61,Hectare,76,Tonnes,1.245901639
Rajasthan,KOTA,Coriander,2001-02,Whole Year,45012,Hectare,52141,Tonnes,1.158379988
Rajasthan,KOTA,Coriander,2002-03,Whole Year,30819,Hectare,36340,Tonnes,1.179142737
Rajasthan,KOTA,Coriander,2003-04,Whole Year,55193,Hectare,59056,Tonnes,1.06999076
Rajasthan,NAGAUR,Coriander,2001-02,Whole Year,26,Hectare,8,Tonnes,0.307692308
Rajasthan,NAGAUR,Coriander,2002-03,Whole Year,12,Hectare,11,Tonnes,0.916666667
Rajasthan,NAGAUR,Coriander,2003-04,Whole Year,395,Hectare,491,Tonnes,1.243037975
Rajasthan,PALI,Coriander,2001-02,Whole Year,21,Hectare,19,Tonnes,0.904761905
Rajasthan,PALI,Coriander,2002-03,Whole Year,1,Hectare,1,Tonnes,1
Rajasthan,PALI,Coriander,2003-04,Whole Year,16,Hectare,20,Tonnes,1.25
Rajasthan,RAJSAMAND,Coriander,2001-02,Whole Year,46,Hectare,16,Tonnes,0.347826087
Rajasthan,RAJSAMAND,Coriander,2002-03,Whole Year,43,Hectare,1,Tonnes,0.023255814
Rajasthan,RAJSAMAND,Coriander,2003-04,Whole Year,11,Hectare,14,Tonnes,1.272727273
Rajasthan,SAWAI MADHOPUR,Coriander,2001-02,Whole Year,203,Hectare,82,Tonnes,0.403940887
Rajasthan,SAWAI MADHOPUR,Coriander,2002-03,Whole Year,32,Hectare,16,Tonnes,0.5
Rajasthan,SAWAI MADHOPUR,Coriander,2003-04,Whole Year,281,Hectare,349,Tonnes,1.241992883
Rajasthan,SIKAR,Coriander,2001-02,Whole Year,100,Hectare,50,Tonnes,0.5
Rajasthan,SIKAR,Coriander,2002-03,Whole Year,111,Hectare,55,Tonnes,0.495495495
Rajasthan,SIKAR,Coriander,2003-04,Whole Year,174,Hectare,216,Tonnes,1.24137931
Rajasthan,SIROHI,Coriander,2001-02,Whole Year,9,Hectare,4,Tonnes,0.444444444
Rajasthan,SIROHI,Coriander,2002-03,Whole Year,3,Hectare,2,Tonnes,0.666666667
Rajasthan,SIROHI,Coriander,2003-04,Whole Year,12,Hectare,15,Tonnes,1.25
Rajasthan,TONK,Coriander,2001-02,Whole Year,314,Hectare,115,Tonnes,0.366242038
Rajasthan,TONK,Coriander,2002-03,Whole Year,41,Hectare,16,Tonnes,0.390243902
Rajasthan,TONK,Coriander,2003-04,Whole Year,248,Hectare,308,Tonnes,1.241935484
Rajasthan,UDAIPUR,Coriander,2001-02,Whole Year,42,Hectare,20,Tonnes,0.476190476
Rajasthan,UDAIPUR,Coriander,2002-03,Whole Year,18,Hectare,7,Tonnes,0.388888889
Rajasthan,UDAIPUR,Coriander,2003-04,Whole Year,47,Hectare,59,Tonnes,1.255319149
Rajasthan,AJMER,Cotton(lint),2001-02,Kharif,11586,Hectare,21106,Bales,1.82168134
Rajasthan,AJMER,Cotton(lint),2002-03,Kharif,9175,Hectare,4482,Bales,0.488501362
Rajasthan,AJMER,Cotton(lint),2003-04,Kharif,6139,Hectare,8970,Bales,1.461150024
Rajasthan,ALWAR,Cotton(lint),2001-02,Kharif,15696,Hectare,15482,Bales,0.986365953
Rajasthan,ALWAR,Cotton(lint),2002-03,Kharif,13865,Hectare,23382,Bales,1.686404616
Rajasthan,ALWAR,Cotton(lint),2003-04,Kharif,19364,Hectare,40135,Bales,2.072660607
Rajasthan,BANSWARA,Cotton(lint),2001-02,Kharif,11969,Hectare,10488,Bales,0.876263681
Rajasthan,BANSWARA,Cotton(lint),2002-03,Kharif,11968,Hectare,4576,Bales,0.382352941
Rajasthan,BANSWARA,Cotton(lint),2003-04,Kharif,12391,Hectare,36929,Bales,2.980308288
Rajasthan,BARMER,Cotton(lint),2001-02,Kharif,25,Hectare,12,Bales,0.48
Rajasthan,BARMER,Cotton(lint),2003-04,Kharif,1,Hectare,,Bales,0
Rajasthan,BHARATPUR,Cotton(lint),2001-02,Kharif,1110,Hectare,612,Bales,0.551351351
Rajasthan,BHARATPUR,Cotton(lint),2002-03,Kharif,799,Hectare,524,Bales,0.655819775
Rajasthan,BHARATPUR,Cotton(lint),2003-04,Kharif,860,Hectare,1776,Bales,2.065116279
Rajasthan,BHILWARA,Cotton(lint),2001-02,Kharif,6731,Hectare,6547,Bales,0.972663794
Rajasthan,BHILWARA,Cotton(lint),2002-03,Kharif,10641,Hectare,2965,Bales,0.278639226
Rajasthan,BHILWARA,Cotton(lint),2003-04,Kharif,6599,Hectare,8152,Bales,1.235338688
Rajasthan,BIKANER,Cotton(lint),2001-02,Kharif,17339,Hectare,11765,Bales,0.678528173
Rajasthan,BIKANER,Cotton(lint),2002-03,Kharif,12749,Hectare,1124,Bales,0.088163778
Rajasthan,BIKANER,Cotton(lint),2003-04,Kharif,9986,Hectare,11476,Bales,1.149208892
Rajasthan,BUNDI,Cotton(lint),2001-02,Kharif,110,Hectare,59,Bales,0.536363636
Rajasthan,BUNDI,Cotton(lint),2002-03,Kharif,39,Hectare,24,Bales,0.615384615
Rajasthan,BUNDI,Cotton(lint),2003-04,Kharif,24,Hectare,47,Bales,1.958333333
Rajasthan,CHITTORGARH,Cotton(lint),2001-02,Kharif,1090,Hectare,600,Bales,0.550458716
Rajasthan,CHITTORGARH,Cotton(lint),2002-03,Kharif,1523,Hectare,994,Bales,0.652659225
Rajasthan,CHITTORGARH,Cotton(lint),2003-04,Kharif,1519,Hectare,3135,Bales,2.063857801
Rajasthan,CHURU,Cotton(lint),2001-02,Kharif,340,Hectare,188,Bales,0.552941176
Rajasthan,CHURU,Cotton(lint),2002-03,Kharif,469,Hectare,306,Bales,0.652452026
Rajasthan,CHURU,Cotton(lint),2003-04,Kharif,421,Hectare,870,Bales,2.066508314
Rajasthan,DAUSA,Cotton(lint),2001-02,Kharif,4,Hectare,0,Bales,0
Rajasthan,DAUSA,Cotton(lint),2002-03,Kharif,32,Hectare,24,Bales,0.75
Rajasthan,DAUSA,Cotton(lint),2003-04,Kharif,45,Hectare,94,Bales,2.088888889
Rajasthan,DHOLPUR,Cotton(lint),2001-02,Kharif,2,Hectare,0,Bales,0
Rajasthan,DHOLPUR,Cotton(lint),2002-03,Kharif,52,Hectare,35,Bales,0.673076923
Rajasthan,DHOLPUR,Cotton(lint),2003-04,Kharif,14,Hectare,29,Bales,2.071428571
